,node_id,x,y,z
325,N_2254,-0.076051235,-0.3505726,0.43370423
326,N_3018,-0.058801234,-0.32987157,0.48025084
327,N_0757,0.0014757913,-0.34663484,0.45949322
328,N_5503,0.067205995,-0.2781437,0.45332265
329,N_4415,0.13248003,-0.2993406,0.47622102
330,N_5763,0.16724607,-0.2379223,0.46874145
331,N_2626,0.21174644,-0.21992469,0.49379608
332,N_6299,0.23135993,-0.22702463,0.44130743
333,N_0262,0.2157306,-0.2076404,0.40173084
334,N_3245,0.23516765,-0.1817938,0.36722144
335,N_0060,0.30025834,-0.14059673,0.38833594
336,N_1460,0.31810942,-0.1473398,0.39904878
337,N_2313,0.32677332,-0.14501666,0.44395158
338,N_3691,0.3351258,-0.11633715,0.4510115
339,N_1055,0.34024873,-0.10372169,0.458961
340,N_2653,0.31377417,-0.05797201,0.48505545
341,N_6842,0.35145608,-0.015520848,0.47477198
342,N_1617,0.36989823,0.049971662,0.4612821
343,N_5776,0.33278584,0.10045514,0.4963983
344,N_6159,0.3750425,0.14569412,0.4713661
345,N_5687,0.34814197,0.17271128,0.45360482
346,N_3503,0.30907127,0.1924918,0.44522312
347,N_4196,0.29915845,0.21646892,0.46307665
348,N_4411,0.2729043,0.22300191,0.47966513
349,N_2148,0.24792272,0.24007145,0.48430255
350,N_2349,0.22927733,0.25919005,0.47857115
351,N_1102,0.20329416,0.33700955,0.492622
352,N_5573,0.16401064,0.37279955,0.48984545
353,N_3550,0.114738554,0.366316,0.4665309
354,N_0446,0.046813924,0.3434188,0.47697183
355,N_4864,0.028515406,0.3919559,0.4600403
356,N_5678,0.0032704335,0.3953674,0.4457515
357,N_0493,-0.050374996,0.3467601,0.4122703
358,N_0472,-0.06487738,0.37822953,0.43911257
359,N_3209,-0.10358817,0.43700573,0.4299771
360,N_0758,-0.1392937,0.4145725,0.42533764
361,N_0590,-0.16026086,0.38640445,0.40425405
362,N_6324,-0.21357505,0.33028594,0.47567856
363,N_5799,-0.24952248,0.28912216,0.42129865
364,N_0686,-0.25644925,0.27807426,0.42012283
365,N_3060,-0.2706092,0.2815303,0.425792
366,N_1751,-0.3107914,0.26460811,0.48855442
367,N_4532,-0.34891436,0.21971312,0.49275464
368,N_4934,-0.37921894,0.21700095,0.4789338
369,N_1303,-0.3413717,0.08312653,0.49256206
370,N_1703,-0.38536432,0.07619014,0.45694706
371,N_3064,-0.3842312,0.06264422,0.45544952
372,N_5884,-0.36474106,-0.009176628,0.46495566
373,N_6708,-0.313569,-0.0091994135,0.3566729
374,N_5370,-0.29986933,-0.035346787,0.34536403
375,N_2551,-0.31309313,-0.08618637,0.32568845
376,N_2435,-0.27628908,-0.16145478,0.3942862
377,N_3925,-0.27614874,-0.2129025,0.36338174
378,N_3196,-0.20869787,-0.23664503,0.33937216
379,N_5775,-0.17124757,-0.28443968,0.32988057
380,N_1114,-0.15858307,-0.29702157,0.32500353
381,N_5042,-0.15027213,-0.30000073,0.35332125
382,N_5960,-0.11430348,-0.30503532,0.34571517
383,N_1626,-0.062015757,-0.3518547,0.37761658
384,N_0793,0.004861605,-0.3541833,0.3827155
385,N_2543,0.005055604,-0.35516095,0.37278467
386,N_2354,0.026162192,-0.34687832,0.3713067
387,N_0044,0.067144126,-0.27710494,0.36083364
388,N_1747,0.12250122,-0.29320666,0.3499444
389,N_3227,0.16989051,-0.23939076,0.39104095
390,N_4933,0.19671929,-0.1953048,0.39262116
391,N_0824,0.21899162,-0.21451053,0.3691863
392,N_1753,0.25423688,-0.21487316,0.39440367
393,N_5747,0.28032696,-0.21002072,0.43938825
394,N_2979,0.29425216,-0.20010477,0.43744594
395,N_3961,0.28160793,-0.13198803,0.49881354
396,N_3031,0.28317425,-0.08790114,0.35012734
397,N_1609,0.3443565,-0.07037471,0.30765373
398,N_3675,0.34570813,-0.05868504,0.29964697
399,N_1655,0.35257727,-0.027542306,0.342609
400,N_2002,0.36073306,-0.010295367,0.3476109
401,N_0136,0.34511313,0.023555472,0.3690728
402,N_3044,0.34164727,0.029279329,0.35553855
403,N_2523,0.32567573,0.11796598,0.37083688
404,N_3117,0.3356505,0.14216529,0.38183358
405,N_2678,0.35316974,0.15762329,0.42747137
406,N_6386,0.34969944,0.17120041,0.4419736
407,N_2420,0.3439819,0.1907753,0.48147017
408,N_4642,0.28471115,0.21601692,0.49198917
409,N_2576,0.2476985,0.22654168,0.45202836
410,N_4104,0.21510407,0.20888755,0.40664712
411,N_2593,0.25121468,0.24434187,0.3729696
412,N_0833,0.27552122,0.2700991,0.36939073
413,N_6688,0.26643357,0.29882133,0.39174402
414,N_4882,0.24030547,0.33192876,0.38712296
415,N_0546,0.20216227,0.33504325,0.3815697
416,N_4243,0.19119014,0.3507864,0.36498103
417,N_3167,0.15130532,0.33965504,0.34080637
418,N_2075,0.0982073,0.32917997,0.36024985
419,N_2475,0.068687044,0.30594516,0.35233584
420,N_2627,0.073590346,0.3589631,0.3499931
421,N_0392,0.07281229,0.36777988,0.36354843
422,N_4105,0.030967532,0.38288665,0.3946009
423,N_2304,0.011793018,0.3733188,0.36669484
424,N_6333,-0.03707165,0.41369352,0.38258165
425,N_1060,-0.048693515,0.42112607,0.41443333
426,N_2021,-0.09349545,0.43181425,0.39206362
427,N_5185,-0.13756318,0.4210089,0.4685482
428,N_2346,-0.1424666,0.42569754,0.4653826
429,N_6367,-0.15392998,0.43593174,0.48762614
430,N_5453,-0.2115875,0.43751693,0.4827763
431,N_6344,-0.25011554,0.38314143,0.46272644
432,N_3991,-0.2555453,0.37283978,0.44694415
433,N_4151,-0.25962475,0.34970862,0.4066731
434,N_4060,-0.25030902,0.32161117,0.38378266
435,N_0132,-0.2850756,0.30277592,0.42534447
436,N_1315,-0.31791446,0.2740792,0.4857066
437,N_4652,-0.35531974,0.26774502,0.49126267
438,N_5765,-0.38534272,0.23952597,0.46468905
439,N_4616,-0.41450846,0.24867837,0.47453874
440,N_5465,-0.40290865,0.16401473,0.4919871
441,N_2914,-0.40709245,0.077447325,0.4822175
442,N_3614,-0.39028594,-0.026032435,0.40487066
443,N_4585,-0.35781336,-0.0818574,0.3900788
444,N_4786,-0.36123478,-0.11025361,0.3473251
445,N_0330,-0.29735094,-0.16198882,0.34600675
446,N_3881,-0.30755505,-0.20563543,0.41089985
447,N_2892,-0.3149509,-0.24641761,0.43145174
448,N_4823,-0.25458992,-0.2805954,0.40524215
449,N_3399,-0.19758701,-0.31701234,0.41761318
450,N_3564,-0.18033679,-0.31926426,0.4535663
451,N_6821,-0.15677832,-0.318332,0.45560163
452,N_1598,-0.06531119,-0.33717203,0.47793272
453,N_0645,-0.050166126,-0.3803157,0.42925832
454,N_0633,-0.030227384,-0.41224372,0.46145615
455,N_3249,-0.008911823,-0.4146914,0.4919558
456,N_2024,0.040282086,-0.3644536,0.49171612
457,N_3887,0.05326424,-0.34309974,0.44834125
458,N_6913,0.10022144,-0.32543397,0.47605538
459,N_2291,0.13032883,-0.31047997,0.44045022
460,N_5690,0.14152184,-0.3331839,0.4448823
461,N_0192,0.16196778,-0.32831648,0.44068095
462,N_5008,0.19480358,-0.2355547,0.42226332
463,N_0222,0.2306802,-0.25162038,0.43315223
464,N_4583,0.25675124,-0.24801165,0.3866927
465,N_6687,0.31554976,-0.21003361,0.38189396
466,N_4574,0.32033786,-0.1595524,0.3942581
467,N_6945,0.33508748,-0.14682278,0.37036663
468,N_2855,0.3272562,-0.11974391,0.32273823
469,N_0660,0.355543,-0.12657583,0.2969728
470,N_0561,0.37542135,-0.11560874,0.3481105
471,N_2045,0.39322233,-0.11855176,0.33603305
472,N_6270,0.37486216,-0.05377846,0.4190586
473,N_4717,0.3816506,0.015675414,0.41696933
474,N_1554,0.38966095,0.016951954,0.3874163
475,N_3437,0.38652146,0.023828212,0.377136
476,N_5486,0.34023052,0.103231944,0.33692023
477,N_4680,0.3408602,0.10768414,0.33107263
478,N_6368,0.3523177,0.1331095,0.3757237
479,N_1200,0.34879798,0.14404133,0.36846656
480,N_5927,0.34026453,0.1718713,0.35243562
481,N_3996,0.3038296,0.17395619,0.3307575
482,N_2269,0.29388052,0.21312734,0.3602323
483,N_6665,0.2601849,0.22805867,0.3360292
484,N_3563,0.27259272,0.24123742,0.29599693
485,N_0694,0.22312589,0.27608213,0.30368578
486,N_6125,0.25518867,0.32233804,0.2989021
487,N_1839,0.24821678,0.3425056,0.30601195
488,N_1725,0.24748722,0.34404472,0.31129193
489,N_1889,0.19377248,0.34583482,0.29087302
490,N_2618,0.18273936,0.34819552,0.28956425
491,N_0617,0.078747705,0.33724153,0.37907094
492,N_3613,0.080809094,0.37176284,0.38525888
493,N_3075,0.069059014,0.414964,0.42310923
494,N_6297,0.06736125,0.4331189,0.43299478
495,N_0438,0.03166839,0.41058993,0.389059
496,N_4835,0.018385725,0.4072492,0.3629591
497,N_5869,0.010214757,0.4020764,0.3193209
498,N_2694,-0.052049283,0.350922,0.30237278
499,N_2789,-0.06230889,0.3686275,0.276249
500,N_1566,-0.08868528,0.3759397,0.24976008
501,N_6449,-0.121103354,0.38655838,0.3090988
502,N_3166,-0.22001448,0.34031498,0.29132518
503,N_6185,-0.26333123,0.29997048,0.28878266
504,N_4362,-0.26992083,0.2837004,0.27315527
505,N_3145,-0.2946087,0.23190273,0.29190361
506,N_6445,-0.3113253,0.2342903,0.30835187
507,N_4682,-0.31418252,0.1981282,0.27119452
508,N_2630,-0.3558262,0.18029982,0.2990073
509,N_6290,-0.37855783,0.17786045,0.2730822
510,N_5338,-0.36981034,0.12506123,0.25298092
511,N_1218,-0.3464552,0.059856154,0.34236342
512,N_4438,-0.38866904,0.061352633,0.33558106
513,N_3009,-0.3747745,-0.0021957976,0.35026756
514,N_1205,-0.3293265,-0.039196488,0.34309813
515,N_5396,-0.34455416,-0.14977169,0.40063554
516,N_0982,-0.31992006,-0.17180693,0.41840413
517,N_4897,-0.32734984,-0.18988872,0.4850924
518,N_3271,-0.31403777,-0.22237751,0.49626723
519,N_5670,-0.22998662,-0.31763405,0.4619686
520,N_3788,-0.22016317,-0.32770252,0.49395674
521,N_0639,-0.2049792,-0.36047062,0.45202228
522,N_3839,-0.17750399,-0.35668623,0.41675416
523,N_5067,-0.08530825,-0.35898247,0.42864618
524,N_1905,-0.07528949,-0.3631644,0.44760504
525,N_1131,-0.060792807,-0.4190076,0.48045555
526,N_0337,-0.03578765,-0.44892183,0.4829708
527,N_0243,-0.027791413,-0.45351276,0.48730043
528,N_4804,0.0057636667,-0.4603519,0.48700228
529,N_2580,0.054954886,-0.36721966,0.42821452
530,N_4336,0.108978674,-0.36037707,0.4002868
531,N_3102,0.13746487,-0.3488582,0.40028512
532,N_1796,0.18078227,-0.3001832,0.37177145
533,N_6804,0.21535124,-0.2847076,0.35594553
534,N_5579,0.24562171,-0.24427648,0.34388107
535,N_3833,0.31501848,-0.20016043,0.34598157
536,N_6667,0.3218468,-0.16236892,0.35254455
537,N_3201,0.3857802,-0.13857523,0.39469042
